trip_id,payment_type,fare_amount,trip_distance,passenger_count,pickup_hour
2879,UPI,208.76,16.61,1,12
2880,Wallet,578.08,15.87,1,6
2881,Card,264.9,11.45,4,18
2882,Cash,654.5,32.11,4,22
2883,Cash,940.57,49.15,4,8
2884,UPI,796.89,8.75,4,11
2885,Wallet,309.51,11.99,2,2
2886,Cash,332.02,14.87,4,18
2887,Wallet,115.82,46.91,5,15
2888,Card,321.57,31.48,5,23
2889,Cash,137.99,11.03,2,10
2890,UPI,524.48,40.3,3,20
2891,Card,722.93,46.18,2,22
2892,UPI,763.62,20.47,4,0
2893,Card,106.55,9.05,3,15
2894,Cash,372.96,15.84,3,5
2895,UPI,323.76,11.25,1,15
2896,UPI,149.09,10.47,5,19
2897,Card,394.35,8.95,2,7
2898,UPI,334.35,43.86,2,1
2899,Card,652.77,4.75,2,13
2900,Card,889.14,20.96,4,1
2901,Card,482.1,1.23,4,3
2902,Card,759.33,15.02,1,17
2903,Cash,188.71,35.49,2,11
2904,Card,900.22,10.54,3,11
2905,Wallet,194.97,49.94,5,1
2906,UPI,232.5,2.89,4,4
2907,Wallet,151.14,7.26,3,0
2908,Cash,344.2,39.45,1,17
2909,Wallet,574.79,48.81,2,3
2910,UPI,988.59,47.72,1,4
2911,Wallet,803.7,40.01,3,12
2912,Cash,411.41,48.66,1,1
2913,Card,597.05,42.12,4,10
2914,Wallet,642.14,3.37,3,9
2915,Cash,831.59,42.36,3,13
2916,Cash,749.63,24.45,5,17
2917,UPI,590.83,23.11,5,20
2918,UPI,685.72,0.63,4,11
2919,Wallet,758.62,31.2,4,18
2920,Card,176.49,33.74,4,21
2921,Cash,240.43,39.64,1,6
2922,Wallet,704.16,16.63,5,20
2923,Cash,857.9,6.84,3,0
2924,Cash,438.8,22.27,2,14
2925,Card,980.9,18.43,2,1
2926,Card,255.27,37.78,1,16
2927,Wallet,445.86,11.86,2,23
2928,Card,409.6,7.34,1,8
2929,Card,933.78,22.29,4,7
2930,Wallet,321.11,31.59,5,8
2931,Card,497.25,14.41,4,6
2932,UPI,227.87,6.16,1,11
2933,Cash,545.2,22.24,3,4
2934,Cash,864.53,48.11,3,2
2935,Cash,338.84,48.38,4,15
2936,Cash,820.25,35.58,2,21
2937,Wallet,915.75,38.97,3,0
2938,Cash,119.31,10.57,1,14
2939,Cash,768.6,19.05,2,13
2940,Cash,292.58,30.44,1,10
2941,Cash,216.56,37.65,4,10
2942,UPI,621.07,8.75,2,7
2943,Cash,720.32,23.15,3,18
2944,UPI,425.02,8.56,3,11
2945,Wallet,87.22,31.85,5,11
2946,Card,913.27,38.72,4,13
2947,Cash,744.21,41.75,2,19
2948,Card,308.08,36.75,5,11
2949,Card,522.02,8.38,1,9
2950,Wallet,76.4,41.51,4,13
2951,Card,372.32,17.05,3,0
2952,UPI,546.41,41.87,1,12
2953,Card,541.36,12.92,1,9
2954,Card,247.78,24.05,1,12
2955,Card,787.91,29.04,1,0
2956,Cash,333.92,2.22,4,6
2957,Cash,601.39,45.23,5,11
2958,UPI,307.95,25.82,4,9
2959,UPI,453.91,10.01,3,13
2960,Cash,247.14,8.46,2,15
2961,UPI,651.36,34.48,3,14
2962,Cash,454.31,4.55,2,8
2963,Wallet,65.31,22.27,3,1
2964,Card,76.76,27.24,5,1
2965,Card,497.58,12.04,3,4
2966,UPI,224.06,6.9,2,13
2967,Cash,605.79,24.79,4,9
2968,Cash,437.78,17.35,2,15
2969,UPI,671.7,7.44,5,2
2970,Cash,954.78,10.91,2,18
2971,Wallet,552.3,23.81,1,15
2972,Card,798.01,7.09,2,0
2973,UPI,765.39,46.84,2,11
2974,UPI,925.7,38.89,3,14
2975,Cash,253.32,16.62,3,14
2976,UPI,835.96,13.29,4,4
2977,Wallet,910.24,43.78,1,23
2978,Cash,423.12,21.63,4,21
2979,Cash,348.13,43.2,1,8
2980,Cash,954.43,37.25,2,14
2981,Cash,646.25,5.06,1,5
2982,Wallet,411.64,40.77,5,1
2983,Cash,802.24,27.22,2,13
2984,UPI,339.25,34.04,1,22
2985,Wallet,217.59,11.34,1,2
2986,Card,566.77,0.51,3,8
2987,Card,587.9,17.02,1,1
2988,UPI,834.46,9.94,4,20
2989,UPI,484.18,22.04,5,0
2990,Wallet,823.86,5.0,3,16
2991,Card,345.76,44.8,2,20
2992,Card,596.6,6.38,4,2
2993,Card,248.05,38.33,2,21
2994,Card,416.17,47.0,4,18
2995,Card,864.66,7.84,3,5
2996,Cash,255.19,17.65,2,8
2997,UPI,819.73,36.69,4,9
2998,Cash,318.73,35.87,2,11
2999,Card,82.77,2.35,4,22
3000,Wallet,154.44,4.0,5,14
3001,Wallet,758.59,6.45,3,4
3002,Card,298.97,28.62,5,23
3003,Card,671.44,3.22,5,10
3004,Wallet,714.24,29.63,1,1
3005,Cash,377.86,17.45,2,5
3006,Cash,501.17,33.64,5,5
3007,Card,433.58,39.21,4,2
3008,Cash,949.98,39.67,3,14
3009,Wallet,353.95,2.36,1,8
3010,Cash,224.16,47.39,3,15
3011,Card,397.31,29.54,1,22
3012,Wallet,686.04,44.84,4,2
3013,Cash,712.49,30.95,5,8
3014,UPI,927.85,24.46,5,16
3015,Wallet,887.67,36.62,1,21
3016,Wallet,323.9,11.36,5,20
3017,UPI,482.41,5.61,4,9
3018,UPI,759.91,4.98,5,2
3019,Wallet,920.71,42.53,2,8
3020,UPI,370.31,45.67,5,10
3021,Card,472.22,40.81,1,12
3022,Card,904.5,45.27,1,9
3023,Card,390.56,49.25,5,19
3024,Wallet,506.49,26.54,5,10
3025,UPI,909.28,8.12,4,5
3026,UPI,812.13,30.59,2,3
3027,Cash,281.26,18.02,5,0
3028,Cash,358.56,17.65,2,3
3029,UPI,385.31,36.53,1,6
3030,UPI,917.1,4.99,4,20
3031,UPI,998.99,2.36,5,0
3032,Wallet,785.3,34.92,3,4
3033,UPI,510.11,13.41,3,16
3034,Cash,59.67,19.58,1,8
3035,Wallet,712.61,15.73,1,0
3036,UPI,419.89,30.93,3,2
3037,Cash,651.34,8.15,3,19
3038,Wallet,626.36,36.17,2,16
3039,UPI,506.79,46.28,1,2
3040,UPI,947.17,41.89,3,14
3041,UPI,71.99,45.4,3,21
3042,Wallet,726.53,46.89,4,9
3043,Cash,439.35,18.93,3,15
3044,Cash,728.1,39.89,3,15
3045,Card,691.46,24.99,3,3
3046,UPI,59.73,13.85,5,21
3047,Card,321.07,37.47,3,3
3048,Card,229.64,12.58,1,14
3049,Cash,208.64,5.93,5,10
3050,Wallet,742.05,35.38,5,2
3051,Wallet,277.57,14.73,4,13
3052,Cash,501.0,15.64,5,19
3053,Wallet,284.64,44.12,3,20
3054,Card,601.22,7.21,4,13
3055,UPI,734.55,38.36,4,1
3056,Cash,364.52,19.62,2,21
3057,UPI,622.87,44.7,5,8
3058,Wallet,833.61,22.3,4,8
3059,UPI,139.51,20.75,2,15
3060,Wallet,725.14,21.78,4,7
3061,Wallet,356.99,41.97,5,21
3062,Card,166.52,1.02,5,0
3063,Wallet,568.37,35.39,1,6
3064,Card,264.95,10.66,3,6
3065,Card,830.29,44.17,3,23
3066,Card,90.75,19.11,3,5
3067,Cash,143.72,17.28,1,19
3068,Cash,544.95,35.77,1,22
3069,Wallet,609.49,36.26,2,18
3070,Card,743.39,31.87,3,0
3071,Cash,296.3,16.83,2,2
3072,Card,849.67,30.71,2,0
3073,UPI,955.49,3.19,4,9
3074,UPI,524.09,47.78,3,12
3075,UPI,772.5,22.91,1,2
3076,Wallet,548.61,15.57,2,9
3077,Card,115.99,43.11,3,5
3078,UPI,359.81,16.55,5,16
3079,Cash,133.11,49.86,3,16
3080,UPI,989.44,34.68,2,14
3081,UPI,267.57,32.65,5,3
3082,UPI,654.11,8.02,3,10
3083,Wallet,320.13,30.69,5,22
3084,Cash,670.58,8.18,2,22
3085,Card,249.88,39.29,4,7
3086,Cash,796.01,7.35,3,3
3087,Card,155.27,18.26,4,20
3088,Wallet,900.39,24.1,5,21
3089,Wallet,848.4,40.36,3,23
3090,Wallet,694.87,31.82,1,10
3091,Wallet,114.04,37.52,4,2
3092,Card,248.14,12.58,4,5
3093,UPI,866.39,12.24,5,10
3094,Card,165.88,19.34,2,22
3095,Cash,198.14,1.42,1,1
3096,Wallet,566.8,41.62,2,23
3097,Wallet,310.47,18.81,3,0
3098,Cash,260.97,3.84,2,22
3099,Card,597.02,43.67,4,21
3100,UPI,403.95,48.41,1,5
3101,UPI,183.53,32.51,3,23
3102,Cash,558.11,18.15,3,22
3103,UPI,417.66,20.98,4,3
3104,Card,747.79,13.18,2,6
3105,Card,147.62,35.71,3,14
3106,Cash,639.58,18.13,3,4
3107,Card,464.67,2.11,3,1
3108,Wallet,435.76,2.79,1,1
3109,Cash,270.67,30.93,4,5
3110,Card,78.9,14.87,3,7
3111,Cash,855.3,8.85,1,16
3112,UPI,360.09,27.84,1,2
3113,Card,697.04,14.28,5,4
3114,Wallet,950.21,4.13,3,1
3115,Card,586.74,10.08,5,12
3116,Cash,427.29,39.01,5,10
3117,Cash,304.86,42.67,1,2
3118,Card,937.34,43.67,3,11
3119,Wallet,697.97,26.97,1,4
3120,Wallet,682.02,47.57,2,15
3121,Wallet,454.85,8.01,3,13
3122,Cash,852.8,34.08,2,8
3123,Card,727.99,35.36,2,23
3124,UPI,319.02,3.13,4,1
3125,Cash,619.6,14.48,2,7
3126,Wallet,458.68,47.48,2,16
3127,Card,56.26,38.07,5,13
3128,Wallet,817.24,3.21,3,5
3129,UPI,166.69,27.27,2,18
3130,Wallet,534.46,32.61,5,0
3131,Wallet,369.41,48.67,1,20
3132,UPI,374.98,35.96,1,8
3133,Card,503.5,32.11,3,23
3134,Cash,997.17,45.47,2,23
3135,Card,437.96,33.22,4,14
3136,UPI,223.21,46.64,4,11
3137,Wallet,632.93,24.89,2,15
3138,Card,274.47,36.07,1,21
3139,Cash,150.27,31.77,1,12
3140,UPI,97.67,27.85,5,13
3141,Card,71.74,16.54,5,10
3142,Cash,459.61,45.24,4,22
3143,UPI,455.39,13.87,5,9
3144,Cash,226.27,8.39,2,3
3145,UPI,794.82,35.75,5,22
3146,Wallet,172.81,27.55,3,6
3147,Card,919.55,13.51,4,0
3148,Cash,608.2,43.58,1,3
3149,UPI,76.24,14.67,5,21
3150,Cash,964.82,3.66,3,13
3151,Cash,342.54,1.26,1,19
3152,Card,477.48,46.18,5,4
3153,Wallet,320.06,20.41,2,11
3154,Cash,742.0,11.07,4,23
3155,UPI,511.4,28.57,1,22
3156,UPI,175.75,24.65,1,23
3157,Wallet,148.99,49.99,3,22
3158,UPI,739.11,44.48,4,2
3159,Wallet,275.23,13.92,4,21
3160,UPI,180.9,35.04,3,1
3161,Card,524.46,19.67,5,1
3162,Cash,812.63,18.54,3,10
3163,Card,314.84,18.67,1,22
3164,Cash,312.61,32.14,1,3
3165,Cash,842.19,27.13,2,8
3166,Cash,190.44,37.87,4,0
3167,Card,635.89,8.07,1,17
3168,Cash,957.26,21.56,1,20
3169,Card,849.24,43.09,4,17
3170,Wallet,108.72,0.66,5,1
3171,UPI,353.92,31.36,4,20
3172,UPI,185.26,39.39,1,14
3173,Cash,951.78,19.5,4,6
3174,Card,986.64,44.24,5,17
3175,UPI,273.24,36.92,1,1
3176,Card,686.21,30.5,5,23
3177,Card,849.55,10.32,2,4
3178,Cash,272.0,33.67,5,17
3179,UPI,228.3,41.77,1,18
3180,Cash,60.65,36.63,4,17
3181,Cash,441.36,28.96,5,23
3182,UPI,904.47,35.87,4,16
3183,UPI,907.83,48.86,1,16
3184,Wallet,171.36,1.03,4,3
3185,Wallet,244.13,33.36,1,4
3186,Card,437.64,39.75,1,8
3187,UPI,791.59,32.13,5,17
3188,Wallet,631.26,14.02,2,7
3189,Card,538.16,41.23,3,8
3190,Card,612.34,45.71,5,7
3191,Card,141.39,34.33,2,1
3192,Wallet,503.78,25.8,5,10
3193,UPI,992.46,18.63,5,1
3194,Cash,134.02,16.84,1,16
3195,Card,543.28,36.3,2,1
3196,Wallet,330.87,30.55,3,3
3197,Wallet,562.92,8.26,4,4
3198,Cash,595.13,7.48,1,11
3199,Cash,598.6,4.02,5,12
3200,Wallet,859.6,34.33,4,17
3201,UPI,420.26,16.06,5,17
3202,Cash,540.54,1.5,1,4
3203,Wallet,60.38,17.22,5,13
3204,Cash,800.07,41.69,1,19
3205,UPI,296.51,12.76,5,16
3206,Card,825.73,31.86,4,4
3207,Cash,302.36,22.26,1,20
3208,UPI,60.25,27.67,2,18
3209,Wallet,197.09,29.99,4,17
3210,Cash,986.4,23.01,1,15
3211,Cash,353.81,3.36,1,1
3212,Wallet,153.38,28.6,2,4
3213,Card,162.82,20.18,5,23
3214,Wallet,344.83,10.39,3,5
3215,Cash,85.76,44.88,1,18
3216,Wallet,535.91,36.94,4,22
3217,UPI,253.05,14.56,5,17
3218,Wallet,543.35,27.18,4,4
3219,Cash,183.73,48.17,1,8
3220,Wallet,458.36,12.65,2,6
3221,Card,618.02,47.4,2,12
3222,Wallet,108.9,34.33,2,22
3223,Card,428.81,27.27,5,22
3224,UPI,337.4,49.17,2,19
3225,Card,278.34,17.02,5,20
3226,Wallet,624.31,14.27,1,17
3227,Cash,609.11,17.31,1,11
3228,Card,649.16,37.67,3,5
3229,UPI,200.94,17.18,4,17
3230,Card,321.42,5.59,1,16
3231,Card,249.19,32.39,5,20
3232,Card,563.48,11.54,5,7
3233,UPI,488.01,0.71,5,7
3234,Wallet,363.78,10.36,2,15
3235,Card,796.71,41.05,4,2
3236,Card,139.28,47.04,3,23
3237,Cash,976.15,33.27,4,2
3238,UPI,160.72,15.87,4,4
3239,Card,784.42,22.11,1,23
3240,UPI,399.82,10.13,2,7
3241,Card,872.0,44.1,1,18
3242,Wallet,120.46,33.45,2,17
3243,Wallet,405.99,4.68,3,0
3244,Card,368.67,18.66,1,5
3245,Wallet,993.5,27.13,2,0
3246,Card,986.27,39.97,2,14
3247,Wallet,230.31,46.06,5,17
3248,Cash,648.45,7.07,1,9
3249,Cash,558.74,41.81,2,8
3250,Cash,196.65,3.76,5,11
3251,UPI,209.39,12.4,5,17
3252,UPI,989.79,1.54,5,5
3253,Cash,480.09,3.66,1,19
3254,UPI,169.51,2.1,3,18
3255,Wallet,254.05,7.73,4,7
3256,Card,304.93,43.89,5,8
3257,Card,535.37,14.55,1,16
3258,Card,368.77,24.25,2,12
3259,Cash,482.26,24.61,2,23
3260,UPI,208.17,49.77,4,10
3261,Wallet,360.39,18.55,1,17
3262,Wallet,116.8,13.62,2,15
3263,Cash,895.22,48.18,4,1
3264,Wallet,238.81,29.83,5,22
3265,Wallet,769.06,14.83,4,6
3266,Wallet,382.07,14.73,3,18
3267,Wallet,500.68,4.77,5,0
3268,UPI,326.7,28.06,2,13
3269,Wallet,711.62,36.32,4,2
3270,Card,852.32,24.0,1,7
3271,Cash,321.96,44.28,1,13
3272,UPI,280.11,24.46,2,2
3273,Wallet,697.37,17.64,5,7
3274,UPI,235.4,12.91,4,5
3275,Wallet,657.85,12.54,3,23
3276,Card,139.71,16.17,5,1
3277,Cash,639.13,49.6,3,7
3278,Wallet,537.74,18.36,4,18
3279,Wallet,158.21,26.47,1,3
3280,Wallet,666.65,14.1,1,9
3281,Wallet,474.23,7.61,1,12
3282,Cash,256.26,32.47,1,13
3283,Cash,385.71,27.49,2,5
3284,Card,517.5,3.86,5,1
3285,Cash,136.98,44.2,4,12
3286,Wallet,959.73,25.63,5,7
3287,Card,682.28,17.1,2,16
3288,Card,147.41,39.08,1,9
3289,Card,831.72,6.05,5,10
3290,Wallet,356.43,23.95,2,1
3291,UPI,616.96,27.66,4,19
3292,Wallet,313.29,38.87,5,20
3293,Cash,746.74,18.83,3,9
3294,Cash,736.86,42.82,5,20
3295,Wallet,574.44,35.03,2,4
3296,Wallet,278.88,38.67,3,19
3297,Card,291.02,48.47,1,11
3298,Wallet,413.72,42.32,3,16
3299,Card,187.76,17.67,1,16
3300,Cash,370.77,32.47,1,1
3301,Card,700.14,43.5,1,9
3302,Wallet,839.3,26.49,2,5
3303,Cash,365.95,34.3,5,15
3304,UPI,271.91,9.03,1,7
3305,Card,841.01,40.89,2,5
3306,Cash,896.17,37.99,5,5
3307,Card,439.52,44.5,1,8
3308,Cash,75.56,35.65,1,0
3309,Cash,710.21,43.91,1,13
3310,Card,794.83,8.53,3,20
3311,UPI,67.12,40.78,2,12
3312,Cash,615.28,47.67,1,13
3313,Cash,608.95,40.87,4,20
3314,Cash,409.77,30.95,5,19
3315,UPI,762.28,46.36,1,13
3316,UPI,456.77,5.18,4,0
3317,Wallet,692.94,1.33,5,3
3318,Card,541.26,48.28,1,23
3319,UPI,286.04,34.31,1,17
3320,Card,626.18,6.15,5,6
3321,Wallet,750.06,17.33,1,6
3322,Card,975.21,37.57,4,11
3323,UPI,411.1,37.64,5,16
3324,Card,111.25,8.91,2,7
3325,UPI,988.57,23.77,1,2
3326,Card,642.62,40.46,4,20
3327,UPI,949.13,48.36,5,20
3328,UPI,148.64,31.32,2,3
3329,Card,374.93,32.09,4,13
3330,Wallet,177.24,23.73,4,10
3331,Cash,843.73,27.18,3,23
3332,Wallet,886.33,5.4,2,15
3333,Card,526.25,17.8,5,20
3334,Wallet,227.28,25.61,5,12
3335,UPI,170.76,14.11,1,18
3336,Cash,608.76,18.31,1,18
3337,Card,531.06,48.57,5,10
3338,Card,710.05,0.76,5,5
3339,Card,339.95,15.48,2,22
3340,Cash,432.25,29.41,5,0
3341,UPI,70.29,14.31,4,12
3342,Card,629.64,33.98,4,18
3343,Wallet,451.99,15.31,4,11
3344,Card,923.78,32.09,3,7
3345,Card,659.7,42.57,2,13
3346,Card,428.76,33.1,5,8
3347,Card,300.41,2.97,1,8
3348,UPI,910.02,39.86,3,7
3349,Wallet,65.45,11.03,2,2
3350,UPI,360.57,31.92,1,18
3351,Wallet,946.33,32.51,4,0
3352,Card,671.33,40.28,3,13
3353,Cash,556.08,25.54,2,23
3354,UPI,243.36,19.11,4,14
3355,Cash,841.71,26.14,2,19
3356,UPI,243.99,27.51,1,18
3357,Card,285.84,41.17,4,0
3358,UPI,232.26,10.65,5,7
3359,Card,200.24,42.42,5,1
3360,UPI,955.65,18.6,5,10
3361,Card,621.93,37.32,4,13
3362,Card,655.95,17.12,2,13
3363,Wallet,956.61,35.59,5,23
3364,Card,269.05,40.06,5,16
3365,Wallet,55.62,28.12,3,3
3366,Card,618.94,31.17,4,4
3367,Cash,532.45,35.53,3,2
3368,Card,503.77,34.58,1,4
3369,Cash,108.79,36.51,3,13
3370,Cash,481.71,42.56,4,7
3371,Card,323.18,11.42,3,0
3372,Cash,310.84,11.13,5,2
3373,Wallet,261.26,48.55,3,19
3374,UPI,365.9,42.64,5,22
3375,Card,385.48,29.79,1,23
3376,Cash,343.34,0.9,3,16
3377,Card,979.82,42.81,4,10
3378,Wallet,936.09,37.7,3,12
3379,Card,595.78,47.84,1,2
3380,Card,982.0,1.15,3,17
3381,Cash,991.64,1.91,5,3
3382,Wallet,388.14,26.11,2,16
3383,UPI,472.93,42.87,4,6
3384,UPI,961.11,49.57,1,7
3385,Cash,628.19,16.34,4,3
3386,Card,252.28,2.3,3,6
3387,Cash,704.91,10.18,5,16
3388,Cash,245.46,43.91,2,10
3389,Cash,372.39,23.59,2,22
3390,Card,266.18,42.74,5,11
3391,Wallet,282.73,22.47,3,13
3392,Cash,54.42,3.14,5,18
3393,Card,886.67,31.07,4,22
3394,Wallet,331.19,22.07,4,14
3395,Cash,132.06,24.82,3,17
3396,UPI,132.64,47.47,5,11
3397,Wallet,578.22,23.13,5,10
3398,Cash,993.27,39.93,1,20
3399,Wallet,187.77,3.42,2,19
3400,Wallet,144.64,24.21,1,18
3401,Wallet,466.39,29.54,3,2
3402,Wallet,585.16,6.1,2,16
3403,Wallet,329.66,15.46,3,18
3404,Wallet,337.4,37.11,5,12
3405,Cash,453.25,9.6,1,6
3406,UPI,348.44,6.86,3,9
3407,Card,919.57,15.31,1,7
3408,Wallet,89.86,43.02,5,6
3409,Card,272.84,38.27,3,23
3410,Cash,818.13,38.95,5,9
3411,Wallet,842.26,16.46,3,4
3412,UPI,155.98,5.4,5,17
3413,Card,975.08,2.08,2,9
3414,Wallet,708.69,29.52,2,4
3415,Cash,308.96,35.26,3,3
3416,UPI,483.24,19.21,3,20
3417,Card,332.28,26.68,2,6
3418,Card,192.52,14.31,3,8
3419,Wallet,326.62,18.53,1,3
3420,UPI,601.09,36.63,4,0
3421,UPI,834.67,36.05,4,9
3422,UPI,395.35,1.89,2,17
3423,UPI,380.51,47.24,1,16
3424,Cash,494.6,13.82,4,9
3425,UPI,662.33,45.43,5,20
3426,Card,764.04,25.84,1,1
3427,Card,360.46,25.21,1,13
3428,Cash,607.03,22.81,2,20
3429,Card,419.89,46.16,4,13
3430,Card,730.58,10.8,5,21
3431,UPI,206.44,30.78,3,0
3432,Card,294.08,16.23,3,4
3433,Cash,454.76,45.8,2,22
3434,UPI,894.94,8.88,1,13
3435,Wallet,594.66,33.97,5,1
3436,UPI,967.13,21.38,3,20
3437,Cash,148.11,33.23,3,10
3438,UPI,487.17,8.3,2,23
3439,UPI,448.12,19.99,1,18
3440,Cash,620.2,5.81,3,12
3441,UPI,821.37,48.45,5,10
3442,Cash,849.38,11.09,3,5
3443,Cash,686.68,49.66,2,7
3444,Wallet,659.46,21.22,4,14
3445,Card,951.58,4.04,3,19
3446,Card,414.5,1.37,2,0
3447,UPI,841.14,30.15,3,13
3448,UPI,925.43,30.93,1,16
3449,Wallet,516.96,26.48,2,5
3450,Wallet,742.65,3.79,4,1
3451,Wallet,408.17,16.91,3,8
3452,Cash,200.94,18.27,3,2
3453,Wallet,607.18,35.39,1,21
3454,Wallet,236.65,21.23,2,19
3455,UPI,484.72,28.86,2,23
3456,Wallet,879.24,14.67,3,14
3457,Cash,131.72,36.44,3,3
3458,Cash,78.91,2.81,4,7
3459,UPI,626.15,49.43,3,1
3460,Wallet,364.51,32.25,2,1
3461,Wallet,447.04,7.87,2,13
3462,Cash,435.43,36.02,4,12
3463,Wallet,132.29,39.43,3,15
3464,Wallet,53.39,39.54,5,4
3465,Wallet,903.5,13.9,1,2
3466,Card,256.91,47.95,5,6
3467,UPI,454.78,1.38,2,3
3468,Card,973.33,19.3,3,16
3469,UPI,835.42,5.66,4,15
3470,Cash,152.53,19.55,3,14
3471,Wallet,533.09,3.33,4,4
3472,UPI,743.58,32.43,4,10
3473,Card,713.47,3.59,4,11
3474,Wallet,772.8,30.98,2,18
3475,Cash,484.58,12.09,3,8
3476,UPI,217.13,9.37,4,10
3477,UPI,491.63,17.68,2,18
3478,UPI,665.49,32.23,3,1
3479,Wallet,628.16,29.12,3,15
3480,Card,117.0,34.18,2,4
3481,Card,111.7,45.99,1,8
3482,UPI,966.99,10.56,2,9
3483,Cash,194.22,20.96,2,13
3484,Cash,329.74,13.66,5,0
3485,Card,779.25,29.52,4,18
3486,Cash,439.19,14.53,4,20
3487,Card,222.39,28.12,2,19
3488,UPI,493.87,41.25,4,21
3489,Card,590.5,27.77,2,21
3490,Card,480.13,41.99,2,7
3491,UPI,923.0,30.76,3,0
3492,Cash,320.46,43.58,1,7
3493,Card,678.27,46.56,3,2
3494,Card,156.68,25.64,1,15
3495,UPI,422.67,39.64,2,7
3496,Cash,753.94,23.71,2,23
3497,Card,263.58,35.41,4,20
3498,UPI,610.28,2.36,4,19
3499,Card,195.77,48.36,3,3
3500,Wallet,147.57,44.77,2,5
3501,UPI,547.07,44.72,3,12
3502,Cash,691.26,14.42,1,6
3503,Cash,157.7,14.52,2,0
3504,Cash,921.89,20.43,4,14
3505,Cash,264.48,44.07,5,14
3506,Card,163.98,43.0,2,11
3507,Card,242.56,14.83,3,4
3508,Cash,211.09,27.32,4,0
3509,Cash,136.14,24.02,1,23
3510,Cash,807.95,32.71,1,17
3511,Card,520.76,11.09,1,20
3512,Cash,419.09,4.71,4,23
3513,Cash,953.1,1.85,3,2
3514,Wallet,402.46,19.38,2,11
3515,Wallet,208.62,47.36,4,17
3516,Cash,310.34,34.4,5,23
3517,UPI,277.02,37.58,2,13
3518,Cash,523.8,47.29,4,18
3519,Wallet,326.93,21.39,2,23
3520,UPI,540.26,23.98,3,18
3521,UPI,685.83,18.3,5,8
3522,Cash,788.43,9.48,2,2
3523,Wallet,724.65,38.44,5,18
3524,Wallet,245.31,45.38,3,18
3525,UPI,160.1,40.79,2,17
3526,Cash,565.33,2.86,5,3
3527,Card,238.97,15.31,1,16
3528,Card,130.69,29.81,2,23
3529,Wallet,550.74,16.7,5,7
3530,Card,360.45,7.93,3,21
3531,Wallet,768.34,27.15,1,22
3532,Wallet,348.48,26.31,3,19
3533,Wallet,979.78,35.64,4,7
3534,Card,770.6,49.99,4,4
3535,Wallet,104.81,32.59,3,15
3536,UPI,533.43,16.19,5,18
3537,Cash,584.49,47.84,4,13
3538,Cash,710.54,28.78,3,12
3539,Wallet,522.91,32.46,2,12
3540,Cash,509.27,18.2,1,9
3541,Card,399.54,22.87,4,22
3542,Card,307.89,21.22,2,19
3543,Cash,948.89,46.84,4,4
3544,Card,351.72,40.57,1,19
3545,Cash,110.25,4.99,2,14
3546,Cash,208.92,16.04,4,1
3547,Cash,864.41,3.26,1,15
3548,Wallet,607.3,26.08,3,22
3549,Cash,789.84,14.33,5,16
3550,Wallet,818.34,4.13,5,21
3551,Cash,832.07,38.71,3,15
3552,Cash,573.08,5.01,4,10
3553,Cash,218.26,13.94,5,10
3554,Card,190.82,38.7,4,21
3555,Wallet,595.29,25.82,3,16
3556,Wallet,398.19,40.95,4,0
3557,Cash,580.15,21.02,3,13
3558,Cash,523.55,40.84,2,3
3559,Card,622.09,27.14,5,19
3560,Card,80.51,4.85,5,12
3561,Card,81.19,23.84,5,5
3562,Wallet,735.52,27.9,2,12
3563,Wallet,233.47,30.8,1,20
3564,Wallet,669.59,46.43,5,15
3565,Cash,569.25,9.59,4,8
3566,Wallet,982.7,30.5,5,13
3567,UPI,843.64,37.73,3,11
3568,UPI,442.48,44.55,2,7
3569,Card,635.59,26.5,1,15
3570,Wallet,161.42,11.09,5,17
3571,UPI,417.07,40.98,2,22
3572,Card,747.19,45.3,5,3
3573,Wallet,641.54,5.77,4,19
3574,Cash,510.25,11.87,5,6
3575,UPI,217.7,43.64,5,5
3576,Cash,812.99,24.48,2,6
3577,Wallet,309.51,8.87,4,23
3578,UPI,829.46,32.44,3,22
3579,Wallet,631.03,23.19,3,9
3580,Cash,404.09,48.41,5,7
3581,UPI,88.57,11.52,2,23
3582,Cash,270.8,18.43,2,4
3583,Wallet,894.62,8.72,2,17
3584,Wallet,827.08,2.96,5,11
3585,Cash,596.11,14.06,4,0
3586,UPI,493.01,41.08,4,2
3587,Cash,664.79,13.73,5,8
3588,Wallet,492.94,34.97,2,14
3589,Cash,662.09,26.54,3,1
3590,Wallet,342.03,26.23,4,1
3591,Cash,846.57,39.19,5,7
3592,UPI,716.82,31.08,4,14
3593,UPI,363.48,8.41,2,14
3594,Cash,839.13,11.43,5,1
3595,Cash,512.98,27.42,1,13
3596,UPI,215.91,42.34,3,1
3597,Wallet,123.83,8.04,3,19
3598,UPI,714.63,5.79,3,16
3599,Wallet,871.86,26.12,5,7
3600,Cash,817.07,9.84,1,20
3601,Cash,672.87,49.71,1,14
3602,Wallet,184.31,0.72,2,20
3603,Cash,139.34,22.72,1,7
3604,Wallet,377.78,8.55,1,12
3605,Card,862.17,34.21,1,23
3606,UPI,963.65,31.69,2,0
3607,Card,279.29,40.45,5,17
3608,Wallet,773.99,28.39,5,13
3609,UPI,595.18,9.87,5,8
3610,Wallet,80.22,3.14,4,16
3611,UPI,565.77,36.25,2,5
3612,UPI,815.64,22.28,5,5
3613,UPI,312.32,11.5,5,2
